genre	movie	year	score	people
豆瓣电影标签：爱情	"
                        我的野蛮女友
                        / 我的淘气女友 / 猎奇女友
"	2001	8.1	253662
豆瓣电影标签：爱情	"
                        漂洋过海来爱你
                        / 神农溪之恋 / 海を越えた愛
"	2017	3.7	987
豆瓣电影标签：爱情	"
                        孤单又灿烂的神：鬼怪
                        / 孤独又灿烂的神 / ???神-???
"	2016	8.3	103997
豆瓣电影标签：爱情	"
                        闻香识女人
                        / 女人香 / 女人的芳香
"	1992	8.9	313050
豆瓣电影标签：爱情	"
                        北京遇上西雅图
                        / 美丽有缘 / 情定西雅图
"	2016	7.4	356345
豆瓣电影标签：爱情	"
                        牛奶配送员的奇幻人生
                        / 送奶路上 / 牛奶配送员的魔幻人生(台)
"	2017	7.4	3338
豆瓣电影标签：爱情	"
                        失恋33天
                        / 黄了一个来月(豆友译名) / Love is Not Blind
"	2011	7.3	369331
豆瓣电影标签：爱情	"
                        当哈利遇到莎莉
                        / 90男欢女爱 / 当哈利遇到萨莉
"	1989	8.2	84276
豆瓣电影标签：爱情	"
                        未知死亡
                        / 凶心人在宝莱坞 / 宝莱坞记忆拼图
"	2008	8	51578
豆瓣电影标签：爱情	"
                        阿飞正传
                        / Days of Being Wild
"	1990	8.5	166763
豆瓣电影标签：爱情	"
                        僵尸新娘
                        / 骷髅新娘 / 怪诞尸新娘
"	2005	8.1	204341
豆瓣电影标签：爱情	"
                        初恋这首情歌
                        / 初恋无限JAM(港) / 摇滚青春恋习曲(台)
"	2016	8.2	44976
豆瓣电影标签：爱情	"
                        我是你的眼
                        / Heartstrings
"	2016	7.7	1105
豆瓣电影标签：爱情	"
                        美人鱼
                        / Mermaid
"	2016	6.8	384704
豆瓣电影标签：爱情	"
                        禁止的爱：善良的小姨子
                        / Good Sister-in-law: Forbidden love / Nice Sister In Law
"	2015	5.6	7316
豆瓣电影标签：爱情	"
                        音乐之声
                        / 仙乐飘飘处处闻(港) / 真善美(台)
"	1965	8.9	224695
豆瓣电影标签：爱情	"
                        雏菊
                        / 爱无间 / 黛西
"	2006	8	174533
豆瓣电影标签：爱情	"
                        胭脂扣
                        / Rouge
"	1988	8.3	123305
豆瓣电影标签：爱情	"
                        乘风破浪
                        / Duckweed
"	2017	6.8	268961
豆瓣电影标签：爱情	"
                        英国病人
                        / 英伦情人(台) / 别问我是谁(港)
"	1997	8.4	165716
豆瓣电影标签：爱情	"
                        女人永远是对的
                        / 缘分天注定 / All My Goddess
"	2017	4	258
豆瓣电影标签：爱情	"
                        午夜巴塞罗那
                        / 情迷巴塞隆拿(港) / 情遇巴塞隆纳(台)
"	2008	7.8	157577
豆瓣电影标签：爱情	"
                        间谍同盟
                        / 同盟鹣鲽(台) / 伴谍同盟(港)
"	2016	6.9	30556
豆瓣电影标签：爱情	"
                        你眼中的世界
                        / 烈眼焚情
"	2014	7.5	35416
豆瓣电影标签：爱情	"
                        奇怪的搭档
                        / 奇怪的拍档 / 可疑罗曼史
"	2017	7.6	3017
豆瓣电影标签：爱情	"
                        天空之城
                        / Tenk? no shiro Rapyuta / Laputa: Castle in the Sky
"	1986	9	324401
豆瓣电影标签：爱情	"
                        我可能不会爱你
                        / In Time With You / イタズラな恋愛白書
"	2012	8.9	127179
豆瓣电影标签：爱情	"
                        贫民窟的百万富翁
                        / 贫民百万富翁(台) / 一百万零一夜(港)
"	2009	8.5	380773
豆瓣电影标签：爱情	"
                        我脑中的橡皮擦
                        / 我脑海中的橡皮擦 / 拥抱这分钟(港)
"	2004	7.8	146330
豆瓣电影标签：爱情	"
                        遇见王沥川
                        / 沥川往事 / Remembering Lichuan
"	2016	8.4	31724
豆瓣电影标签：爱情	"
                        举重妖精金福珠
                        / Yeokdoyojeong Gim Bokju
"	2016	8.5	27595
豆瓣电影标签：爱情	"
                        北京遇上西雅图之不二情书
                        / 北京遇上西雅图2 / Finding Mr. Right 2
"	2016	6.5	145958
豆瓣电影标签：爱情	"
                        重返20岁
                        / 重返二十岁 / 奇怪的她中国版
"	2015	7.2	175282
豆瓣电影标签：爱情	"
                        山楂树之恋
                        / 山楂树 / Under the Hawthorn Tree
"	2010	6.6	179917
豆瓣电影标签：爱情	"
                        东邪西毒
                        / Ashes of Time
"	1994	8.6	237123
豆瓣电影标签：爱情	"
                        大鱼海棠
                        / 大海 / 大·海
"	2016	6.5	218805
豆瓣电影标签：爱情	"
                        面纱
                        / 爱在遥远的附近(港) / 猜心(台)
"	2006	8.2	89662
豆瓣电影标签：爱情	"
                        万物理论
                        / 霍金：爱的方程式(港) / 爱的万物论(台)
"	2015	8.1	107740
豆瓣电影标签：爱情	"
                        爱恋
                        / 性本爱(台) / 劲凹3D(港)
"	2015	6.5	11195
豆瓣电影标签：爱情	"
                        我爱你
                        / 爱你 / Late Blossom
"	2011	9	50959
豆瓣电影标签：爱情	"
                        摆渡人
                        / 酒国英雄之摆渡人 / 摆渡之人
"	2016	4	138814
豆瓣电影标签：爱情	"
                        夏天19岁的肖像
                        / 夏天十九岁的肖像 / 夏天，十九岁的肖像
"	2017	4.9	4953
豆瓣电影标签：爱情	"
                        弗兰兹
                        / 爱的替身(港) / 双面法兰兹(台)
"	2016	8.2	8731
豆瓣电影标签：爱情	"
                        溺水小刀
                        / Drowning Love
"	2016	7.2	8974
豆瓣电影标签：爱情	"
                        饮食男女
                        / Eat Drink Man Woman
"	1994	9	186040
豆瓣电影标签：爱情	"
                        幸福终点站
                        / 机场客运站(港) / 航站情缘(台)
"	2005	8.6	216349
豆瓣电影标签：爱情	"
                        初吻
                        / 第一次接触 / IQ半熟时
"	1980	8	46433
豆瓣电影标签：爱情	"
                        来自星星的你
                        / 从星星来的你 / 来自星星的男人
"	2013	8.3	138376
豆瓣电影标签：爱情	"
                        天堂电影院
                        / 星光伴我心(港) / 新天堂乐园(台)
"	1988	9.1	304005
豆瓣电影标签：爱情	"
                        男与女
                        / 雪国恋人(港) / 关不住的诱惑(台)
"	2016	7.9	24192
豆瓣电影标签：爱情	"
                        血肉之躯
                        / 热血丧男(港) / 殭尸哪有那么帅(台)
"	2013	7.3	69225
豆瓣电影标签：爱情	"
                        七日的王妃
                        / 7日的王妃 / 7-day princess
"	2017	7.8	993
豆瓣电影标签：爱情	"
                        人鬼情未了
                        / 第六感生死恋 / 生死第六感
"	1990	8.2	133512
豆瓣电影标签：爱情	"
                        W-两个世界
                        / W: Two Worlds / W - du gaeui segye
"	2016	8	81693
豆瓣电影标签：爱情	"
                        迷失东京
                        / 爱情，不用翻译(台) / 迷语东京
"	2003	7.7	127710
豆瓣电影标签：爱情	"
                        李米的猜想
                        / 爱失偿(港) / 李米的遭遇
"	2008	7.7	159536
豆瓣电影标签：爱情	"
                        内在美
                        / 爱上变身情人(台) / 我的变身男友(港)
"	2015	7.5	40158
豆瓣电影标签：爱情	"
                        三生三世十里桃花
                        / Once Upon a Time
"	2017		
豆瓣电影标签：爱情	"
                        逆袭之星途璀璨
                        / 逆袭之星途闪耀
"	2017	4.1	2238
豆瓣电影标签：爱情	"
                        横道世之介
                        / 那年遇上世之介(港) / A Story of Yonosuke
"	2013	8.7	51203
豆瓣电影标签：爱情	"
                        黑暗面
                        / 镜中人 / The Hidden Face
"	2011	8.1	73844
豆瓣电影标签：爱情	"
                        午夜巴黎
                        / 午夜·巴黎(台) / 情迷午夜巴黎(港)
"	2011	8.2	165812
豆瓣电影标签：爱情	"
                        时间旅行者的妻子
                        / 时光旅的恋人(港) / 时空旅人之妻(台)
"	2009	7.7	166100
豆瓣电影标签：爱情	"
                        画皮
                        / Painted Skin
"	2008	6.5	237254
豆瓣电影标签：爱情	"
                        秘果
                        / Secret Fruit
"	2017	5	1963
豆瓣电影标签：爱情	"
                        美味人妻
                        / 美味的妻子 / Juicy Affair
"	2014	3.9	705
豆瓣电影标签：爱情	"
                        土拨鼠之日
                        / 今天暂时停止(台) / 偷天情缘
"	1993	8.5	59177
豆瓣电影标签：爱情	"
                        偷心
                        / 靠近 / 偷情
"	2004	7.8	110380
豆瓣电影标签：爱情	"
                        一粒红尘
                        / My Ruby My Blood / Collapse of Mundanes Life
"	2017	4.1	2402
豆瓣电影标签：爱情	"
                        曼哈顿
                        / 曼哈顿
"	1979	8.3	17386
豆瓣电影标签：爱情	"
                        求婚大作战
                        / Purop?zu dai sakusen / Operation Love
"	2007	8.7	74065
豆瓣电影标签：爱情	"
                        蓝宇
                        / Histoire d'hommes à Pékin / Lan Yu
"	2001	8	113337
豆瓣电影标签：爱情	"
                        小楼的奇幻生活
                    "	2014	8.1	1051
豆瓣电影标签：爱情	"
                        同桌的妳
                        / 同桌的你 / My Old Classmate
"	2014	5.8	151655
豆瓣电影标签：爱情	"
                        海角七号
                        / Cape No. 7
"	2009	7.5	197530
豆瓣电影标签：爱情	"
                        左耳
                        / 左耳电影版 / The Left Ear
"	2015	5.4	115395
豆瓣电影标签：爱情	"
                        赛末点
                        / 迷失决胜分 / 爱情决胜点
"	2005	8.1	86019
豆瓣电影标签：爱情	"
                        成为简·奥斯汀
                        / 珍爱来临 / 成为简
"	2007	8.2	148789
豆瓣电影标签：爱情	"
                        艺伎回忆录
                        / 艺妓回忆录 / 艺伎回忆录
"	2005	7	93096
豆瓣电影标签：爱情	"
                        爱在暹罗
                        / 暹罗之恋 / 爱在暹罗广场
"	2007	8.3	209720
豆瓣电影标签：爱情	"
                        史密斯夫妇
                        / 史密斯行动 / 史密夫决战史密妻(港)
"	2005	7.6	241264
豆瓣电影标签：爱情	"
                        蒂凡尼的早餐
                        / 靓女芳心(港) / 珠光宝气
"	1961	8.1	115642
豆瓣电影标签：爱情	"
                        金刚
                        / King Kong: The Eighth Wonder of the World
"	2006	7.8	164811
豆瓣电影标签：爱情	"
                        2046
                        / 2046
"	2004	7.4	119213
豆瓣电影标签：爱情	"
                        微微一笑很倾城
                        / 微微一笑很倾城电影版 / Love O2O
"	2016	5.1	66485
豆瓣电影标签：爱情	"
                        狼少年
                        / 狼少年：不朽的爱(台) / 狼族少年
"	2013	7.8	80751
豆瓣电影标签：爱情	"
                        东京爱情故事
                        / Tokyo Love Story / 东京爱情故事
"	1991	9.4	77983
豆瓣电影标签：爱情	"
                        朝5晚9：帅气和尚爱上我
                        / 朝5晚9：帅气和尚恋上我 / 朝五晚九：俊俏和尚爱上我
"	2015	7.4	65913
豆瓣电影标签：爱情	"
                        燃情岁月
                        / 秋日传奇 / 真爱一世情(台)
"	1994	8.8	143922
豆瓣电影标签：爱情	"
                        堕落天使
                        / Fallen Angels
"	1995	8.1	65671
豆瓣电影标签：爱情	"
                        冷山
                        / 乱世情天 / 冷峰
"	2004	8	87155
豆瓣电影标签：爱情	"
                        奸臣
                        / The Treacherous
"	2015	6.4	36279
豆瓣电影标签：爱情	"
                        千年女优
                        / Millennium Actress
"	2002	8.5	86306
豆瓣电影标签：爱情	"
                        请以你的名字呼唤我
                        / 以你的名义呼唤我 / 唤吾汝名
"	2017	9.1	337
豆瓣电影标签：爱情	"
                        “吃吃”的爱
                        / 吃吃的爱 / 吃吃睡睡爱
"	2017	5.8	22847
豆瓣电影标签：爱情	"
                        致我们终将逝去的青春
                        / 致青春 / So Young
"	2014	6.6	323677
豆瓣电影标签：爱情	"
                        漂洋过海来看你
                        / Across the Ocean to See You
"	2017	6.5	7750
豆瓣电影标签：爱情	"
                        苦月亮
                        / 钥匙孔的爱(台) / 偷月迷情
"	1992	8.2	33986
豆瓣电影标签：爱情	"
                        羞耻 第四季
                    "	2017	9.4	5214
豆瓣电影标签：爱情	"
                        不可抗力爱上你
                        / 不可抗力(第二部) / Uncontrolled Love 2
"	2016	6.5	2277
豆瓣电影标签：爱情	"
                        一条狗的使命
                        / 为了与你相遇(台) / 再见亦是狗朋友(港)
"	2017	7.7	131826
豆瓣电影标签：爱情	"
                        非诚勿扰
                        / If You Are the One
"	2008	7.1	246786
豆瓣电影标签：爱情	"
                        四月物语
                        / April Story
"	1998	8.1	109604
豆瓣电影标签：爱情	"
                        西雅图未眠夜
                        / 西雅图夜未眠 / 缘份的天空
"	1993	7.9	158423
豆瓣电影标签：爱情	"
                        前度
                        / 前任 / 前那个
"	2010	7.1	153709
豆瓣电影标签：爱情	"
                        我女朋友的男朋友
                        / 一个宅男的无逻辑日常
"	2017	7.7	2037
豆瓣电影标签：爱情	"
                        欢乐颂
                        / Ode to Joy
"	2016	7.3	97530
豆瓣电影标签：爱情	"
                        爱的那点性事
                        / 啪上云霄 (港) / 爱爱小确性(台)
"	2014	7.4	15914
豆瓣电影标签：爱情	"
                        雨中曲
                        / 雨中情 / 万花嬉春
"	1952	8.9	88803
豆瓣电影标签：爱情	"
                        十二夜
                        / 12夜 / Twelve Nights
"	2000	8	37851
豆瓣电影标签：爱情	"
                        珍珠港
                        / Tennessee
"	2001	7.8	136445
豆瓣电影标签：爱情	"
                        如果·爱
                        / Perhaps Love
"	2005	7.6	147135
豆瓣电影标签：爱情	"
                        情圣
                        / Some Like It Hot
"	2016	6.1	71029
豆瓣电影标签：爱情	"
                        恶作剧之吻
                        / 恶作剧之吻第一部 / 梦幻华尔兹
"	2005	8.6	52179
豆瓣电影标签：爱情	"
                        布鲁克林
                        / 爱在他乡(台) / 布鲁克林之恋(港)
"	2015	7.7	47261
